customer_id,first_name,last_name,email,active,create_date,store_id,total_payments,total_revenue,average_payment,last_payment_date
108,Tracy,Cole,tracy.cole@sakilacustomer.org,1,2006-02-14,1,28,126.72,4.525714285714286,2007-05-14 13:44:29.996577
114,Grace,Ellis,grace.ellis@sakilacustomer.org,1,2006-02-14,2,30,126.7,4.223333333333334,2007-05-14 13:44:29.996577
426,Bradley,Motley,bradley.motley@sakilacustomer.org,1,2006-02-14,1,26,125.74,4.836153846153846,2007-04-30 21:58:17.996577
482,Maurice,Crawley,maurice.crawley@sakilacustomer.org,0,2006-02-14,1,26,125.74,4.836153846153846,2007-04-30 12:00:57.996577
295,Daisy,Bates,daisy.bates@sakilacustomer.org,1,2006-02-14,1,28,125.72,4.49,2007-05-14 13:44:29.996577
147,Joanne,Robertson,joanne.robertson@sakilacustomer.org,1,2006-02-14,2,32,125.68,3.9275,2007-04-30 08:24:33.996577
354,Justin,Ngo,justin.ngo@sakilacustomer.org,1,2006-02-14,2,33,125.67,3.808181818181818,2007-05-14 13:44:29.996577
45,Janet,Phillips,janet.phillips@sakilacustomer.org,1,2006-02-14,1,26,124.74,4.797692307692308,2007-04-28 12:15:47.996577
89,Julia,Flores,julia.flores@sakilacustomer.org,1,2006-02-14,1,29,124.71,4.300344827586207,2007-04-30 21:46:23.996577
198,Elsie,Kelley,elsie.kelley@sakilacustomer.org,1,2006-02-14,2,32,124.68,3.89625,2007-04-30 20:47:09.996577
129,Carrie,Porter,carrie.porter@sakilacustomer.org,1,2006-02-14,1,34,124.66,3.666470588235294,2007-04-30 21:52:57.996577
2,Patricia,Johnson,patricia.johnson@sakilacustomer.org,1,2006-02-14,1,26,123.74,4.759230769230769,2007-04-30 21:08:19.996577
300,John,Farnsworth,john.farnsworth@sakilacustomer.org,1,2006-02-14,1,26,123.74,4.759230769230769,2007-05-14 13:44:29.996577
506,Leslie,Seward,leslie.seward@sakilacustomer.org,1,2006-02-14,2,28,123.72,4.418571428571429,2007-04-30 15:11:09.996577
371,Billy,Poulin,billy.poulin@sakilacustomer.org,1,2006-02-14,1,29,123.71,4.265862068965517,2007-04-30 07:49:25.996577
51,Alice,Stewart,alice.stewart@sakilacustomer.org,1,2006-02-14,1,30,123.7,4.123333333333333,2007-04-30 04:15:20.996577
27,Shirley,Allen,shirley.allen@sakilacustomer.org,1,2006-02-14,2,30,123.7,4.123333333333333,2007-04-30 13:08:18.996577
30,Melissa,King,melissa.king@sakilacustomer.org,1,2006-02-14,1,34,123.66,3.637058823529412,2007-04-30 16:09:01.996577
434,Eddie,Tomlin,eddie.tomlin@sakilacustomer.org,1,2006-02-14,1,26,122.74,4.720769230769231,2007-04-30 16:52:56.996577
92,Tina,Simmons,tina.simmons@sakilacustomer.org,1,2006-02-14,2,26,122.74,4.720769230769231,2007-04-30 12:26:20.996577
535,Javier,Elrod,javier.elrod@sakilacustomer.org,1,2006-02-14,1,28,122.72,4.382857142857143,2007-04-30 23:29:32.996577
163,Cathy,Spencer,cathy.spencer@sakilacustomer.org,1,2006-02-14,1,29,122.71,4.231379310344828,2007-05-14 13:44:29.996577
244,Viola,Hanson,viola.hanson@sakilacustomer.org,1,2006-02-14,2,30,122.7,4.09,2007-05-14 13:44:29.996577
473,Jorge,Olivares,jorge.olivares@sakilacustomer.org,1,2006-02-14,2,31,122.69,3.957741935483871,2007-04-30 07:54:34.996577
508,Milton,Howland,milton.howland@sakilacustomer.org,1,2006-02-14,2,23,121.77,5.294347826086956,2007-05-14 13:44:29.996577
166,Lynn,Payne,lynn.payne@sakilacustomer.org,1,2006-02-14,1,27,121.73,4.508518518518518,2007-04-30 03:40:27.996577
497,Gilbert,Sledge,gilbert.sledge@sakilacustomer.org,1,2006-02-14,2,27,121.73,4.508518518518518,2007-05-14 13:44:29.996577
451,Jim,Rea,jim.rea@sakilacustomer.org,1,2006-02-14,1,30,121.7,4.056666666666667,2007-04-27 00:48:48.996577
438,Barry,Lovelace,barry.lovelace@sakilacustomer.org,1,2006-02-14,1,30,121.7,4.056666666666667,2007-05-14 13:44:29.996577
406,Nathan,Runyon,nathan.runyon@sakilacustomer.org,0,2006-02-14,1,31,121.69,3.9254838709677418,2007-04-30 22:08:48.996577
491,Rick,Mattox,rick.mattox@sakilacustomer.org,1,2006-02-14,2,25,120.75,4.83,2007-04-30 22:11:30.996577
423,Alfred,Casillas,alfred.casillas@sakilacustomer.org,1,2006-02-14,2,26,120.74,4.6438461538461535,2007-04-30 04:23:57.996577
179,Dana,Hart,dana.hart@sakilacustomer.org,1,2006-02-14,1,26,120.74,4.6438461538461535,2007-04-30 22:13:49.996577
499,Marc,Outlaw,marc.outlaw@sakilacustomer.org,1,2006-02-14,2,29,120.71,4.162413793103449,2007-04-30 01:41:39.996577
122,Thelma,Murray,thelma.murray@sakilacustomer.org,1,2006-02-14,1,30,120.7,4.023333333333333,2007-04-30 13:16:23.996577
59,Cheryl,Murphy,cheryl.murphy@sakilacustomer.org,1,2006-02-14,1,24,119.76,4.99,2007-04-30 21:25:00.996577
389,Alan,Kahn,alan.kahn@sakilacustomer.org,1,2006-02-14,1,25,119.75,4.79,2007-04-30 23:35:53.996577
487,Hector,Poindexter,hector.poindexter@sakilacustomer.org,1,2006-02-14,2,26,119.74,4.605384615384615,2007-04-30 22:13:35.996577
306,Charles,Kowalski,charles.kowalski@sakilacustomer.org,1,2006-02-14,1,28,119.72,4.275714285714286,2007-04-30 23:11:44.996577
207,Gertrude,Castillo,gertrude.castillo@sakilacustomer.org,1,2006-02-14,1,28,119.72,4.275714285714286,2007-04-30 04:18:19.996577
82,Kathryn,Coleman,kathryn.coleman@sakilacustomer.org,1,2006-02-14,1,24,118.76,4.948333333333333,2007-04-30 20:22:48.996577
41,Stephanie,Mitchell,stephanie.mitchell@sakilacustomer.org,1,2006-02-14,1,25,118.75,4.75,2007-05-14 13:44:29.996577
589,Tracy,Herrmann,tracy.herrmann@sakilacustomer.org,1,2006-02-14,1,25,118.75,4.75,2007-04-30 09:26:42.996577
565,Jaime,Nettles,jaime.nettles@sakilacustomer.org,1,2006-02-14,2,27,118.73,4.397407407407408,2007-04-30 16:57:35.996577
128,Marjorie,Tucker,marjorie.tucker@sakilacustomer.org,1,2006-02-14,1,30,118.7,3.9566666666666666,2007-04-30 19:56:43.996577
35,Virginia,Green,virginia.green@sakilacustomer.org,1,2006-02-14,2,30,118.7,3.9566666666666666,2007-04-30 04:36:08.996577
230,Joy,George,joy.george@sakilacustomer.org,1,2006-02-14,2,31,118.69,3.8287096774193548,2007-04-30 17:48:44.996577
583,Marshall,Thorn,marshall.thorn@sakilacustomer.org,1,2006-02-14,1,23,117.77,5.120434782608696,2007-04-30 09:45:48.996577
285,Miriam,Mckinney,miriam.mckinney@sakilacustomer.org,1,2006-02-14,1,23,117.77,5.120434782608696,2007-04-29 06:53:13.996577
585,Perry,Swafford,perry.swafford@sakilacustomer.org,1,2006-02-14,1,24,117.76,4.906666666666666,2007-05-14 13:44:29.996577
504,Nathaniel,Adam,nathaniel.adam@sakilacustomer.org,1,2006-02-14,1,25,117.75,4.71,2007-04-29 04:30:37.996577
421,Lee,Hawks,lee.hawks@sakilacustomer.org,1,2006-02-14,1,25,117.75,4.71,2007-05-14 13:44:29.996577
573,Byron,Box,byron.box@sakilacustomer.org,1,2006-02-14,1,28,117.72,4.204285714285715,2007-04-30 15:10:42.996577
49,Joyce,Edwards,joyce.edwards@sakilacustomer.org,1,2006-02-14,2,24,116.76,4.865,2007-04-30 20:42:18.996577
149,Valerie,Black,valerie.black@sakilacustomer.org,1,2006-02-14,1,25,116.75,4.67,2007-04-30 20:59:15.996577
253,Terry,Carlson,terry.carlson@sakilacustomer.org,1,2006-02-14,1,26,116.74,4.49,2007-04-30 02:44:40.996577
274,Naomi,Jennings,naomi.jennings@sakilacustomer.org,1,2006-02-14,1,27,116.73,4.323333333333333,2007-05-14 13:44:29.996577
263,Hilda,Hopkins,hilda.hopkins@sakilacustomer.org,1,2006-02-14,1,27,116.73,4.323333333333333,2007-05-14 13:44:29.996577
71,Kathy,James,kathy.james@sakilacustomer.org,1,2006-02-14,1,28,116.72,4.168571428571429,2007-04-30 02:00:55.996577
356,Gerald,Fultz,gerald.fultz@sakilacustomer.org,1,2006-02-14,2,29,116.71,4.02448275862069,2007-04-30 23:24:35.996577
512,Cecil,Vines,cecil.vines@sakilacustomer.org,1,2006-02-14,1,26,115.74,4.451538461538462,2007-05-14 13:44:29.996577
56,Gloria,Cook,gloria.cook@sakilacustomer.org,1,2006-02-14,1,26,115.74,4.451538461538462,2007-05-14 13:44:29.996577
529,Erik,Guillen,erik.guillen@sakilacustomer.org,1,2006-02-14,2,28,115.72,4.132857142857143,2007-04-30 17:38:43.996577
393,Philip,Causey,philip.causey@sakilacustomer.org,1,2006-02-14,1,29,115.71,3.99,2007-04-30 21:08:57.996577
158,Veronica,Stone,veronica.stone@sakilacustomer.org,1,2006-02-14,1,30,115.7,3.856666666666667,2007-04-30 18:33:14.996577
279,Dianne,Shelton,dianne.shelton@sakilacustomer.org,1,2006-02-14,2,24,114.76,4.781666666666666,2007-05-14 13:44:29.996577
54,Teresa,Rogers,teresa.rogers@sakilacustomer.org,1,2006-02-14,1,26,114.74,4.413076923076923,2007-04-30 03:12:44.996577
584,Salvador,Teel,salvador.teel@sakilacustomer.org,1,2006-02-14,2,27,114.73,4.24925925925926,2007-04-30 20:38:43.996577
262,Patsy,Davidson,patsy.davidson@sakilacustomer.org,1,2006-02-14,2,27,114.73,4.24925925925926,2007-04-30 07:18:51.996577
107,Florence,Woods,florence.woods@sakilacustomer.org,1,2006-02-14,1,28,114.72,4.097142857142857,2007-05-14 13:44:29.996577
388,Craig,Morrell,craig.morrell@sakilacustomer.org,1,2006-02-14,2,28,114.72,4.097142857142857,2007-05-14 13:44:29.996577
1,Mary,Smith,mary.smith@sakilacustomer.org,1,2006-02-14,1,30,114.7,3.8233333333333333,2007-04-30 01:10:44.996577
433,Don,Bone,don.bone@sakilacustomer.org,1,2006-02-14,1,23,113.77,4.946521739130435,2007-04-30 14:43:03.996577
309,Christopher,Greco,christopher.greco@sakilacustomer.org,1,2006-02-14,1,25,113.75,4.55,2007-04-30 14:18:36.996577
266,Nora,Herrera,nora.herrera@sakilacustomer.org,1,2006-02-14,2,26,113.74,4.374615384615384,2007-04-30 07:26:50.996577
302,Michael,Silverman,michael.silverman@sakilacustomer.org,1,2006-02-14,1,26,113.74,4.374615384615384,2007-04-30 17:38:29.996577
139,Amber,Dixon,amber.dixon@sakilacustomer.org,1,2006-02-14,1,27,113.73,4.2122222222222225,2007-04-30 19:16:57.996577
569,Dave,Gardiner,dave.gardiner@sakilacustomer.org,1,2006-02-14,2,27,113.73,4.2122222222222225,2007-04-30 23:01:26.996577
416,Jeffery,Pinson,jeffery.pinson@sakilacustomer.org,1,2006-02-14,2,28,113.72,4.061428571428571,2007-04-30 17:53:16.996577
314,George,Linton,george.linton@sakilacustomer.org,1,2006-02-14,1,29,113.71,3.9210344827586208,2007-04-30 15:42:56.996577
260,Christy,Vargas,christy.vargas@sakilacustomer.org,1,2006-02-14,1,30,113.7,3.79,2007-04-30 10:19:20.996577
540,Tyrone,Asher,tyrone.asher@sakilacustomer.org,1,2006-02-14,1,24,112.76,4.698333333333333,2007-04-30 09:59:17.996577
582,Andy,Vanhorn,andy.vanhorn@sakilacustomer.org,1,2006-02-14,2,24,112.76,4.698333333333333,2007-05-14 13:44:29.996577
63,Ashley,Richardson,ashley.richardson@sakilacustomer.org,1,2006-02-14,1,25,112.75,4.51,2007-04-30 20:47:42.996577
32,Amy,Lopez,amy.lopez@sakilacustomer.org,1,2006-02-14,1,26,112.74,4.336153846153846,2007-04-30 00:10:29.996577
131,Monica,Hicks,monica.hicks@sakilacustomer.org,1,2006-02-14,2,27,112.73,4.175185185185185,2007-04-30 22:18:20.996577
485,Clyde,Tobias,clyde.tobias@sakilacustomer.org,1,2006-02-14,1,28,112.72,4.025714285714286,2007-04-30 23:47:19.996577
453,Calvin,Martel,calvin.martel@sakilacustomer.org,1,2006-02-14,1,23,111.77,4.859565217391304,2007-04-30 18:52:26.996577
337,Jerry,Jordon,jerry.jordon@sakilacustomer.org,1,2006-02-14,1,24,111.76,4.656666666666666,2007-05-14 13:44:29.996577
225,Arlene,Harvey,arlene.harvey@sakilacustomer.org,1,2006-02-14,1,24,111.76,4.656666666666666,2007-04-30 20:30:35.996577
577,Clifton,Malcolm,clifton.malcolm@sakilacustomer.org,1,2006-02-14,2,26,111.74,4.297692307692308,2007-04-29 14:18:03.996577
173,Audrey,Ray,audrey.ray@sakilacustomer.org,1,2006-02-14,1,27,111.73,4.138148148148148,2007-04-30 22:54:56.996577
579,Daryl,Larue,daryl.larue@sakilacustomer.org,1,2006-02-14,2,27,111.73,4.138148148148148,2007-05-14 13:44:29.996577
113,Cindy,Fisher,cindy.fisher@sakilacustomer.org,1,2006-02-14,2,27,111.73,4.138148148148148,2007-04-30 22:29:10.996577
186,Holly,Fox,holly.fox@sakilacustomer.org,1,2006-02-14,2,29,111.71,3.8520689655172413,2007-05-14 13:44:29.996577
592,Terrance,Roush,terrance.roush@sakilacustomer.org,0,2006-02-14,1,29,111.71,3.8520689655172413,2007-05-14 13:44:29.996577
42,Carolyn,Perez,carolyn.perez@sakilacustomer.org,1,2006-02-14,2,29,111.71,3.8520689655172413,2007-05-14 13:44:29.996577
531,Jamie,Waugh,jamie.waugh@sakilacustomer.org,1,2006-02-14,2,23,110.77,4.8160869565217395,2007-04-30 07:21:11.996577
258,Myrtle,Fleming,myrtle.fleming@sakilacustomer.org,1,2006-02-14,1,24,110.76,4.615,2007-04-30 06:08:25.996577
495,Charlie,Bess,charlie.bess@sakilacustomer.org,1,2006-02-14,2,24,110.76,4.615,2007-05-14 13:44:29.996577
515,Andre,Rapp,andre.rapp@sakilacustomer.org,1,2006-02-14,1,26,110.74,4.259230769230769,2007-04-30 21:22:56.996577
154,Michele,Grant,michele.grant@sakilacustomer.org,1,2006-02-14,2,27,110.73,4.101111111111111,2007-04-30 14:00:54.996577
213,Gina,Williamson,gina.williamson@sakilacustomer.org,1,2006-02-14,1,27,110.73,4.101111111111111,2007-05-14 13:44:29.996577
